"word","helpful","unhelpful","EXTP","NEUT","EXTN"
"painful",-8.69602055538446,-8.69602055538446,-8.69602055538446,-8.69602055538446,-11.3350778849997
"painfully",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"pains",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"painted",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"painting",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"paintings",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"paints",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pair",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"paired",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pal",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"paleolithic",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pales",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"palette",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"palm",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"palpable",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pals",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pamplona",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pan",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"panic",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"panics",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"panned",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"panning",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"panoramic",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"panther",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"pants",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"paper",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"par",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"paragraph",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"parallel",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"parallels",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"paralyzed",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"paramedics",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"paramount",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"paranoid",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"paranormal",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"parenthesis",-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997,-11.3350778849997
"parentheticals",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"parents",-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567,-11.3350778849997
"paris",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"park",-8.33934561144573,-8.33934561144573,-8.33934561144573,-8.33934561144573,-8.33934561144573
"parked",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"parking",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"parlour",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"parodies",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"parody",-11.3350778849997,-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983
"part",-7.59740826671635,-7.59740826671635,-7.59740826671635,-7.59740826671635,-7.59740826671635
"parted",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"partial",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"partially",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316
"participated",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"particle",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"particular",-8.39063890583328,-8.39063890583328,-8.39063890583328,-8.39063890583328,-8.39063890583328
"particularly",-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172,-11.3350778849997
"partner",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"parts",-8.03924101899539,-8.03924101899539,-8.03924101899539,-8.03924101899539,-8.03924101899539
"partsi",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"party",-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751,-11.3350778849997
"partying",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pass",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-11.3350778849997
"passage",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"passages",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"passed",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"passes",-9.72563997256562,-9.72563997256562,-11.3350778849997,-9.72563997256562,-11.3350778849997
"passing",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441
"passion",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-11.3350778849997
"passionate",-11.3350778849997,-9.94878352387983,-9.94878352387983,-11.3350778849997,-11.3350778849997
"passions",-10.2364655963316,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"passive",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"past",-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177
"pat",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"patchwork",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"patel",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"paternal",-11.3350778849997,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"path",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pathetic",-9.25563634331988,-9.25563634331988,-11.3350778849997,-9.25563634331988,-9.25563634331988
"pathetici",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"patheticnow",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pathological",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pathos",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"paths",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"patiently",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"patriot",-9.94878352387983,-11.3350778849997,-11.3350778849997,-9.94878352387983,-9.94878352387983
"patriotism",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pattern",-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"paul",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"paunchy",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pause",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pavement",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pay",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135
"paycheck",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"paychequeonly",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"paying",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"payoff",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pays",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pcwhere",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"peak",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983
"peculiar",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pedantic",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pedestal",-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"pedestrian",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pedestrians",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pee",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"peek",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"peers",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"peet",-9.1378533076635,-11.3350778849997,-11.3350778849997,-9.1378533076635,-9.1378533076635
"peets",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"peeve",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"peg",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pegged",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pen",-11.3350778849997,-9.94878352387983,-11.3350778849997,-9.94878352387983,-11.3350778849997
"pencil",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"penetrate",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"penis",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"penknifei",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"penny",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"people",-6.3177980481848,-6.3177980481848,-6.3177980481848,-6.3177980481848,-6.3177980481848
"peopled",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"peopleeven",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"peoplegordonlevitt",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"peoples",-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997,-9.72563997256562
"peoplespoilers",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"peoplestop",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"peoplethough",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"peoplewhere",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pepsi",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"per",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"perceive",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perceived",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997
"perceives",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perception",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"perceptive",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perfect",-7.64619843088578,-7.64619843088578,-7.64619843088578,-7.64619843088578,-7.64619843088578
"perfection",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"perfectly",-8.00287337482452,-8.00287337482452,-8.00287337482452,-8.00287337482452,-8.00287337482452
"perfectlythe",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perfectthe",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perform",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"performance",-6.91623727720312,-6.91623727720312,-6.91623727720312,-6.91623727720312,-6.91623727720312
"performances",-7.86934198219999,-7.86934198219999,-7.86934198219999,-7.86934198219999,-7.86934198219999
"performed",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"performer",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"performers",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316
"performs",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perfunctory",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perhaps",-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177
"peril",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"period",-9.38916773594441,-9.38916773594441,-9.38916773594441,-11.3350778849997,-9.38916773594441
"periods",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983
"peripheral",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perky",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"permanent",-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562,-9.72563997256562
"permeated",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"perseverance",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"persevere",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"persists",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"person",-7.57387776930616,-7.57387776930616,-7.57387776930616,-7.57387776930616,-7.57387776930616
"persona",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"personal",-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177,-8.15702405465177
"personalities",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"personality",-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172
"personalitymy",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"personally",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167
"personjohn",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"personnel",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"persons",-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988,-11.3350778849997
"personthis",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"perspective",-8.85017123521172,-8.85017123521172,-8.85017123521172,-8.85017123521172,-11.3350778849997
"perspectivedirector",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"perspectives",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"perspectivesi",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"perspectivezooey",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"persuaded",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pervading",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pessimisticthis",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pet",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"petit",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"petrol",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"petty",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"phase",-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"phenomenal",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"phenomenon",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"phew",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"philip",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"philosophical",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"phobia",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"phobic",-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"phone",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135
"phones",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"phony",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"photo",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"photographed",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"photographs",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"photography",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"photos",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"phrase",-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"phrases",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"physical",-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818
"physically",-11.3350778849997,-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988
"physics",-9.72563997256562,-11.3350778849997,-11.3350778849997,-11.3350778849997,-9.72563997256562
"piano",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pianoplaying",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pick",-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567,-9.03249279200567
"picked",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"picking",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167
"picks",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"picky",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"picnic",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"picture",-8.19958366907057,-8.19958366907057,-8.19958366907057,-8.19958366907057,-8.19958366907057
"pictured",-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pictures",-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441,-9.38916773594441
"picturewhich",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"picturize",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"piece",-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751,-8.62702768389751
"pieces",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135
"piecesall",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pierced",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"piercing",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"piers",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"piffle",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pike",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pile",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pill",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pillow",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pilot",-9.54331841577167,-11.3350778849997,-11.3350778849997,-9.54331841577167,-9.54331841577167
"piloted",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"pinches",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"pineapple",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"pink",-11.3350778849997,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"pinned",-8.77012852753818,-8.77012852753818,-8.77012852753818,-8.77012852753818,-11.3350778849997
"pinning",-11.3350778849997,-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997
"pinpointed",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pinto",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pioneers",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pirate",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"piston",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"pit",-11.3350778849997,-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997
"pitch",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"pitched",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-10.2364655963316
"pitfall",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pithy",-11.3350778849997,-10.2364655963316,-10.2364655963316,-10.2364655963316,-11.3350778849997
"pity",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"pivotal",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"pixie",-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316,-11.3350778849997
"pixies",-11.3350778849997,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"pizza",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"place",-7.42305487957157,-7.42305487957157,-7.42305487957157,-7.42305487957157,-7.42305487957157
"placeand",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"placeboyle",-11.3350778849997,-10.6419307044398,-10.6419307044398,-11.3350778849997,-11.3350778849997
"placed",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-11.3350778849997
"placedoesnt",-11.3350778849997,-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398
"placeholder",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"placement",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"placements",-10.2364655963316,-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316
"places",-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167,-9.54331841577167
"placing",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"plagiarism",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"plague",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"plain",-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988,-9.25563634331988
"plan",-10.2364655963316,-10.2364655963316,-11.3350778849997,-10.2364655963316,-11.3350778849997
"plane",-8.2905554472763,-8.2905554472763,-8.2905554472763,-8.2905554472763,-8.2905554472763
"planes",-10.2364655963316,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.2364655963316
"planet",-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135,-8.93718261220135
"planetary",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"planetfavorite",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"planets",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"plank",-10.6419307044398,-11.3350778849997,-11.3350778849997,-11.3350778849997,-10.6419307044398
"planned",-11.3350778849997,-10.6419307044398,-11.3350778849997,-10.6419307044398,-11.3350778849997
"planning",-9.72563997256562,-9.72563997256562,-9.72563997256562,-11.3350778849997,-9.72563997256562
"plans",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"plansi",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"plastic",-9.38916773594441,-11.3350778849997,-11.3350778849997,-9.38916773594441,-9.38916773594441
"plate",-9.94878352387983,-9.94878352387983,-11.3350778849997,-9.94878352387983,-9.94878352387983
"plates",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983
"platform",-9.94878352387983,-9.94878352387983,-9.94878352387983,-9.94878352387983,-11.3350778849997
"platitudes",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"platitudesthis",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"platt",-9.54331841577167,-11.3350778849997,-11.3350778849997,-11.3350778849997,-9.54331841577167
"plaudits",-10.6419307044398,-11.3350778849997,-11.3350778849997,-10.6419307044398,-11.3350778849997
"plausibility",-10.2364655963316,-11.3350778849997,-11.3350778849997,-10.2364655963316,-10.2364655963316
"plausible",-9.94878352387983,-11.3350778849997,-11.3350778849997,-9.94878352387983,-9.94878352387983
